id_tj,organization,project_name,tech_level,principal,tech_field,coop_org,project_value,project_stage,ip_status,project_desc,id_hb,行业,year,reg_num,project_source,eval_org,id_jjj,项目年度编号,province,中图分类号,成果类别,关键词,application_field,应用行业代码,联系单位地址,传真,电子邮件,ID,技术领域,成果名称,成果简介,市场前景及效益分析,成果产出单位,取得的知识产权,district_code,location,省,市,区县
6344.0,中国石油大港油田公司测试公司,非自喷井随泵压力测试技术开发与应用,国内领先,徐建平,资源与环境,,15.00,成熟应用阶段,,目前大港油田开发进入中后期，非自喷井占的比例越来越大，目前占有95.8。《非自喷井随泵压力测试技术开发与应用》是为了实现油田非自喷井稳定和不稳定压力测试而确立的科技项目，首先在工艺上采用随泵存储电子进行不稳定压力测试，取得了测试井及地层的储层压力和温度变化资料；其次在解释方法上，解决了井筒储积效应对测试资料的影响，建立了试井概念油藏模型，形成一套处理、解释测试资料的方法；第三，在油田18个综合治理区块和油田产能建设区块进行了推广应用，取得了精细油藏动态参数。为重建油藏模型、生产井有效措施及加密井布井方案提供可靠资料。本项目主要研究内容如下：1．	非自喷井随泵测试工艺与过去液面法和环空测试法完全不同的是采用随泵测压方法，压力传感器经过高精度度全自动压力标定仪器标定。从而保证录取资料精度，解决了非自喷井不稳定压力资料录取难题。根据地质动静态资料，进行试井模拟和随泵测试设计，按照设计进行电子压力计标定和测试采样编程，进行井下自动采样温度、压力数据点。二百多口井现场随泵测试表明，在非自喷井上进行随泵测试，可以达到与在自喷井进行测试一样的效果。2．	非自喷井随泵测试解释方法研究通过采用早期反褶积方法，进行续流校正，可以有效地识别地层径向流动、油藏类型和进行压裂效果分析，增加测试数据的利用率。3．	非自喷井随泵探边测试解释技术通过解释方法研究，建立油藏渗流模型，可以有效解释地层渗流参数。运用成果资料可以准确确定地层流体流动能力，评价完井效果和措施效果，评价地层能量，计算油藏边界位置和范围及储层原油储量，为开发方案制定和调整提供可靠依据。4．	现场随泵测试应用随泵测试取代了以往只靠动、静液面来粗略进行非自喷井动态监测的方法，具有录取资料的质量高、获取的地层信息多、准确性高的优点。通过在二百多口井的实际测试，成功率达到99，测试资料精度达到解释要求。获得的地层压力真实可靠，为老油田综合治理、精细油藏描述和油田产能建设提供了可靠的依据资料，得到了油田生产单位的广泛认同。应用前景：截止目前，运用非自喷井随泵测试技术测试210口井。其中运用随泵探边测试在18个区块测试76井次。油田采油作业区通过18个综合治理区块共实施油水井措施199口，控制递减1.54×104t。15个区块治理有效率提高8.3，措施增油5.16×104t；油田产能建设区块测试25口，通过测试成果综合运用，确定新井28口，建成生产能力14.2×104t。通过非自喷井监测资料综合运用，油田开发取得了8200余万元的经济效益。			,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6345.0,中国石油大港油田油气勘探开发技术研究中心,污水配制聚合物体系优化技术研究及应用,国内领先,倪方天,,,100.00,成熟应用阶段,发明专利,"""污水配制聚合物体系优化技术研究及应用""主要针对污水配制聚合物驱技术开展研究，研究的目的是利用油田""产出污水""及开展污水聚合物驱提高原油采收率。随着油田不断开发，原油产出液中含水上升，而产出液经过脱水处理后分离为油和水，由于水中含有烃类有机物、固相悬浮物和矿物质、细菌等，将这种水称之为""产出污水""，如果将其外排势必会对环境造成污染，所以在油田注水开发中、后期多将按照国家标准严格处理后的产出污水回注以改善开发效果。目前大港油田污水回注量达到了每天6.582万方，但每天仍然有1.727万方的污水需要精细处理以达到环保标准后外排。开展本研究可以充分利用产出污水减少污水外排量，节约处理费用、保护环境。大港油田清水聚合物驱技术研究已经取得成功，截至2004年已累计增油78万吨，但由于油田清水资源严重短缺，继续应用已经成熟的清水聚合物驱技术提高油田采收率受到限制，面临的主要难题之一是污水配制使聚合物溶液粘度大幅度下降，如何解决污水配制而不使粘度下降是大港油田乃至全国各大油田三次采油技术中面对的重要研究课题。本项目从研究污水对聚合物的降解机理出发，以大港港东油田为试验区，在广泛筛选评价目前聚合物厂家研制生产的抗温抗盐新型聚合物的基础上，进行污水聚合物驱油体系与矿场系统中污水匹配性研究，污水配制聚合物工艺研究，并开展了污水配制聚合物驱现场试验。1、针对港东油藏及污水条件，完成了5种聚合物一般性质、特殊性质、流变性、驱油特性的室内研究工作，筛选出了KYPAM和ST-15聚合物。2、在国内首次开展了现场试验筛选确定聚合物试验研究，并通过污水聚合物驱单井试注，最终筛选出了与港东油田新鲜污水配伍性最好的聚合物ST-15。3、完成了新鲜污水与聚合物配伍性试验研究。研究了矿场新鲜污水对聚合物降解机理，发现现场高压密闭的新鲜污水中含有少量的二价铁离子等活性物质，聚合物在新鲜污水中溶解，伴随着氧化还原反应产生的大量自由基，致使高分子聚合物断链，是造成聚合物严重降解的主要原因。研究了去除新鲜污水对聚合物产生降解的办法--新鲜污水暴气失活及去除有害离子。通过暴氧可使聚合物的粘度增加2-5倍。4、进行污水配制聚合物驱现场试验工艺研究，对港东注聚站原有工艺流程进行了优化改造。确定了暴氧的技术路线：1）、配注量较少时（日配注小于100方），可采用储水罐污水喷淋暴氧方式，配制聚合物溶液后直接注入。2）、配注量较大时，采用新鲜污水暴气失活处理装置，采用逐级处理的方式分别除掉污水中的铁、细菌、溶解氧后，再配制聚合物溶液。5、从2002年3月28日进行港东污水配制聚合物现场试验以来，注聚井8-25-2的油压由注入前的1.9Mpa上升到10.8Mpa，压力上升8.9Mpa，截至2004年04月底，井组累计增油6830t。使地层能量增加并取得显著经济效益，按1205元/吨价格计算，新增产值823.02万元，投入产出比达到1：8。大港油田是全国各油田中首个开展污水配制聚合物驱现场试验研究的单位。污水聚合物驱技术研究取得了成功，形成了污水配制聚合物体系优化技术。该技术已经在大港油田推广应用，推广应用区块地质储量2410万吨，预计提高采收率10％，可增油240万吨，创产值28亿元。研究成果对污水聚合物驱在大港油田及我国其它油田的应用将具有现实的指导意义。			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6346.0,中国石油大港油田油气勘探开发技术研究中心,大港油田外排污水处理技术研究与应用,国内领先,项勇,资源与环境,,2452.00,成熟应用阶段,,油田采油污水含盐量高、温度高，达标处理难度大，大港油田通过技术研究和工程实践，研究出达标外排处理配套工艺技术和工程方案，实现了不同水质、不同区域、不同工艺的处理方法，实现采油污水的达标处理，并且在油田外排污水处理技术取得了创新。油田先后建成投产东二站、南一站、孔大站、羊大站、扣3站和羊16站等6座外排处理工程，处理规模不等，高的10000m3/d，低的500m3/d，工程总投资2427万元，总运行费投入低于171.8万/年，污水处理效果稳定，经多年连续运行，出水水质始终好于国家污水综合排放二级标准（GB8978-1996）。			,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6348.0,中国石油大港油田油气勘探开发技术研究中心,地球物理技术在大港油田增储上产中的研究与应用,国内领先,何鲜,资源与环境,"中国石油天然气股份有限公司大港油田公司油气开发处,",57288.00,成熟应用阶段,,"一、	所取得的成果创新点：该项目从研究思路上保证了科研工作的可靠性；从研究方法上保证了研究成果的真实性和先进性，在以下技术上取得创新，保障了方案实施的成功率。1.在物探采集处理技术上,采集面元由原来的25×50m精确到现在的12.5×25m；处理方法由原来的叠后时间偏移处理变为现在的叠前时间偏移处理，并研制了聚束滤波方法多次波衰减和粘弹性波动方程偏移技术，为岩性圈闭识别奠定了基础。2.应用高分辨率三维地震资料二次采集技术,提高了地震资料分辨率，实现了河道砂预测。3.应用三维可视化解释、河道识别技术和全息储层精细预测技术取得成功，标志着以河道砂沉积为主的隐蔽油气的滚动勘探开发取得了历史性突破，成为研究解决断块复杂、隐蔽性强、储层横向变化大、相变剧烈等岩性油气藏或复合油气藏开发的一种有效手段。二、	所取得的效果：应用地球物理技术，成功解决了大港油田增储上产的难题，该技术已成为大港油田可持续发展的重要技术支撑。在油田开发生产应用中效果明显，应用该项技术，大港油区四年，共新增探明石油地质储量5875×l04t，含油面积48.6km2，可采储量1366×l04t，新建生产能力68.15×l04t，共投产新井598口，总进尺108.7217万米，新井仅当年四年累计产油120.1364×l04t,措施增油80.51×l04t。新增利润214800万元，新增税收4362万元，取得了非常可观的经济效益和良好社会效益。三、水平：该技术的应用缓解了大港油田原油产量紧张和后备资源不足的矛盾，为同类型油田实施该技术起到指导作用，该项目的最终勘探开发效果和经济效益将随着成果的继续应用实施而进一步扩大，具有广泛的推广应用前景，此项技术属于国内领先水平。			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6349.0,中国石油大港油田油气勘探开发技术研究中心,油气井钻井地质设计优化技术研究与应用,国内先进,汪勤学,资源与环境,,20.00,成熟应用阶段,,该项课题立足于降低钻井成本，先后完成优化设计不少于180口；平均单井节约钻井成本60万元，创直接经济效益上亿元。一、所取得的成果创新点：1、首次应用井眼轨迹类型优化设计技术对羊一断块四口井及港10-66断块三口井进行钻井地质总体优化设计。2、首次应用井眼轨迹与油层匹配关系优选优化设计技术对西48-7-2井进行钻井地质总体优化设计。3、首次采用靶圈类型及靶区半径优化设计技术对56口井进行钻井地质总体优化设计。4、首次应用设计井深优化设计技术对560口井进行钻井地质总体优化设计。5、应用井身结构优化设计技术对98口井进行钻井地质总体优化设计。二、所取得的效果：1、应用井眼轨迹类型优化设计技术对羊一断块四口井及港10-66断块三口井进行钻井地质总体优化设计。节约钻井直接成本837万元。2、应用多油层多靶点最佳中靶井深优选优化设计技术对西45-3-3井进行钻井地质总体优化设计。单井节约钻井直接成本112.9万元。3、应用井眼轨迹与油层匹配关系优选优化设计技术对西48-7-2井井眼轨迹与油层匹配关系进行钻井地质总体优化设计。单井节约钻井直接成本105.6万元。4、应用设计井深优化设计技术对560口井进行钻井地质总体优化设计。共节约钻井进尺6800m，节约钻井直接成本1564万元。共加深钻井进尺860m，近年来新发现设计外油气层和盘活已被判为死刑的已知水淹层和尚未知道是否被水淹的怀疑水淹油气层的井16口井，其中可直接求出年经济效益的7口井年增加油气产量3.5万吨，创直接年经济效益近7000万元。5、应用井身结构优化设计技术对98口井进行钻井地质总体优化设计。有效地降低了钻井工程施工难度，三次开钻井改二次开钻井节约技术套管平均每口井80万元，98口井总计节约钻井直接投资7840万元。三、水平目前国内尚未见到成形技术，处于国内领先。四、不足或建议继续深化研究，形成配套技术。			,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6351.0,中国石油大港油田油气勘探开发技术研究中心,大港油田注水工程工艺技术配套应用,国内领先,李之燕,,,31352.00,成熟应用阶段,,"通过三年的研究探索，“大港油田注水工程工艺技术配套应用”项目取得了多项技术突破，解决了制约注水油田开发的部分难点问题,通过多项工艺技术集成化规模应用，改善了水驱开发油田的开发效果，各项开发指标得到明显改善：1、研制成功Y422封隔器，使分注管柱承压达到40MPa，耐温达到170℃，适应井深4000m，适应井斜40°，解决了高温高压深斜井的分注难题，分注合格率达95，有效期达13个月。2、研制成功Y341、K341钢带系列小直径封隔器配套无锚定套变井分注技术系列，适应管变最小通径由120mm发展到95mm，耐压达35MPa，耐温达到150℃，使套变井无法分注的难题得到有效解决。3、引进同心集成式分注技术，并结合大港油田实际自主开发了地面同心集成一体化分注管柱、同心过滤装置，形成了大港油田特有的地面与同心集成相结合的细分注技术，填补了大港油田多级细分注技术的空白。4、研究探索并形成了适合于高含水高采出程度油田剩余油高度分散，层内、层间、平面矛盾交叉等各类油藏特点的多段塞复合凝胶深部调驱体系，实施效果显著。5、研制成功投球调剖技术，进行了规模推广应用，探索出了经济有效治理层间矛盾的新途径。6、通过对新型物理杀菌技术筛选、改进，解决了油田污水杀菌技术成本高和化学杀菌抗药性的问题；通过对常规的核桃壳过滤器的结构优化和配套，解决了常规核桃壳过滤器过滤精度低，反冲洗不彻底的问题。三年来，以关键技术的研究突破、配套完善为保障，规模推广应用了各项注水工艺技术，累计实施了分注、调剖、大修（套修）、投转注等主体措施工作量1084井次，实施区块立体治理41个，水质精细处理及供注水系统调整改造40余站（座），累计增油64.51万吨，累计增注651.13万方，污水水质达标率显著提高。注水油田的各项开发指标明显改善，自然递减由注水工程实施前的20.9降至实施后的年均14.95，下降了5.95个百分点；油田含水上升率得到有效控制，由注水工程实施前的1.45降到实施后的年均0.85，实现连续三年低于1的控制指标。老区水驱可采储量稳步增长，储采矛盾有所改善，老区新增可采储量486万吨，水驱采收率提高了1.24。老区水驱可采储量稳步增长，储采矛盾有所改善，老区新增可采储量486万吨，水驱采收率提高了1.24。通过污水处理系统的调整改造，消除了影响污水处理系统正常生产的不利因素，提高了污水处理站的工艺技术水平和管理水平，降低了工人的劳动强度，改善了注水水质，防止了因注水水质差对地层造成的危害，提高了注水的有效性，缓解了因注水压力升高而造成的能耗浪费，具有较好的社会效益。该项目的研究应用不仅使多年困扰油田生产的难题得到了解决，而且使影响注水效果的主体工艺技术水平和适应能力明显提高，为油田进一步深化有效注水工作奠定了坚实的基础，为类似油田提高开发效果起到借鉴作用，具有广阔的应用前景。			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6357.0,天津市畜牧兽医研究所,鸡主要传染病防治技术的推广应用,国内领先,丁伯良,现代农业,,30.00,成熟应用阶段,,《鸡主要传染病防制技术的推广应用》是天津市农委2001年下达的天津市农业重点技术推广项目。项目编号为01030，由天津市畜牧兽医研究所承担，蓟县、静海、宝坻、武清等区县畜牧水产局，河北省廊坊市、沧州市、辛集市、无极县等兽医站共同参加。项目自2001年7月起实施，至2003年12月结束。本项目经两年半实施，已完成了项目合同规定的各项技术经济指标，取得了良好的社会、经济和生态效益。1、推广应用鸡主要传染病系列油乳剂灭活疫苗18400万羽，其中天津市6183万羽，河北省10777万羽，其他地区1440万羽。2、疫苗的免疫期都在6个月以上，且免疫保护率达95以上。3、推广应用鸡细菌病诊断试剂盒758套，覆盖检测鸡群数量2728.8万羽。4、举办了鸡病防治技术讲座和鸡细菌性疾病ELISA诊断培训班20次，共计培训学员1465人。编写培训教材3种，发放1800余份。5、增加社会经济效益达5.5384亿元。			,,,,,,,,,,,,,,,,,,,,,,,,,120000,天津市,120000,120000,120000
6365.0,宁河县农业机械管理局,棉花生产机械化技术推广,国内先进,谷玉环,现代农业,,75.00,成熟应用阶段,,（一）项目的实施提高了棉花生产的科技含量和机械化水平。为解决铺膜质量问题，曾在1986年就开始引进各种棉花铺膜机进行试验，取得了较好的效果，深受农民的欢迎，但由于棉花种植面积较小，种植大户和规模经营的少，机铺膜没有大面积推广。近几年，随着棉花种植面积的不断扩大，棉花种植机械适应了市场的需求，为适应棉花种植面积逐年扩大对农机化技术的需求，我们将先进成熟的机具和技术组装配套成机械化技术进行推广。两年来在项目区共实施了六项农机化新技术，并加大了新机具的投入力度，共投入动力机械670多台，投入配套机具683台，新增各种配套农机具494台。该项目的实施，逐步改变了传统的种植方式，提高了棉花生产的科技含量和综合机械化水平，为棉花生产实现机械化打下了良好的基础。（二）取得了良好经济效益。（1）增产效益。经项目组农艺人员在项目区多点测产，平均亩产籽棉329.4公斤，比2001年全县平均亩产籽棉264公斤（2001年平均亩产皮棉88公斤，按3公斤籽棉出1公斤皮棉折算），亩增产籽棉65.4公斤，每公斤按平均价格4.14元计算，9万亩可增收籽棉588.6万公斤，新增产值2436.8万元，平均亩增收270.7元。2003年平均亩产籽棉313.6公斤，比2001年全县平均亩产籽棉264公斤相比，平均亩增产籽棉49.6公斤，每公斤按平均价格6.6元计算，14万亩可增产籽棉694.4万公斤，新增产值4583万元，平均亩增收327.36元。（2）降低成本。机械铺膜比人工铺膜作业成本降低4-10元，按亩降低4元计，23万亩可降低成本92万元。（3）节省地膜。机械铺膜比人工铺膜每亩可节省地膜0.3-0.5公斤，节省开支2.28-3.8元（每公斤地膜7.6元），按每亩节省2.28元计，23万亩可节省开支52.44万元。上述三项每亩增收节支311.5元（两年相加平均值）。按23万亩共增收节支6447.8万元（按测产的90计算）。（三）取得了较好的社会效益。由于棉花生产主要环节实现了机械化，缩短作业时间，防止土壤中水分的蒸发，提高了地温，提了作业质量和生产效率；有效地降低了劳动强度，促进了农业结构调整，激发了广大农民种棉的积极性，使种棉大户和承包大户不断增加，促进了规模经营的发展。先进技术和先进机具的推广应用，增加了农业效益，提高了农民的收入。并解放出大量农村劳动力，实现了农村劳动力的自动转移，促进了小城镇建设，加快了农村经济发展和小康建设的步伐。（四）实现生态农业，建立良性循环。地膜覆盖是以实现保水保肥，增温增产的一种保护性技术，有效地解决了农田春季裸露，易起沙尘的问题。棉秆的回收，提高了棉秆的利用率，避免了因焚烧对环境造成的污染。残膜回收解决了残膜对空气、环境和土质的破坏，促进农业可持续发展和生态环境保护。（五）项目的实施起到科技示范作用，培养了一批农民技术员。示范基地的建设起到了科技示范、典型引路的作用，带动了周边地区推广应用农机化新技术、新机具，引导当地农业走科技兴农之路。在项目实施过程中，进行了各种技术培训工作，培养了一批农民技术人员，提高了劳动者的素质。在推广先进的农机化新技术、新机具的同时，又锻炼培养了一支过硬的农机技术队伍，为今后农业的进一步发展，为农业科技创新，将起到积极推动作用。（六）项目实施促进了产业链和规模经营。由于棉花生产发展快，带动了棉业和宁河县经济的发展，使棉花生产的产业链不断延伸，其效益表现在多个环节中，新建棉花轧花厂和棉籽脱绒厂120多个，带动就业人员近4000人，棉花生产已成为宁河县农业的支柱产业。机械作业促进植棉规模的发展，目前棉花生产除采摘外，从播前耕整地、覆膜播种、中耕培土、化肥深施、化控治虫等大多数环节已基本实现了机械化，人工管理棉田面积一般在1.67～2hm2。规模经营必然带来规模效益，为棉花生产的发展增加后劲。（七）进一步加强了农机与农艺的配合。任何一项新技术的推广都是一个系统工程，通过该项目的实施，我们更深刻地体会到，单靠农机部门一家难以完成，必须有农业技术人员的紧密配合，通过机械的手段实现农艺上的升华和提高，只有农机与农艺地结合，才能实现现代化农业生产方式。			,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6367.0,天津市建筑科学研究院,抑制混凝土碱集料反应技术措施的研究,国内领先,于新文,,,5.00,中期阶段,,本项目系天津市建委项目（编号2001-2），主要是针对目前执行的《天津市预防混凝土碱集料反应技术管理规定》JJG14-2000中存在的问题进行研究。通过对天津几个石矿的岩石进行碱硅酸反应和碱碳酸盐反应试验，结果表明：天津地区是以碱硅酸反应活性集料为主，判断碱硅酸反应集料的《砂、石碱活性快速试验方法》与《建筑用卵石、碎石》标准中快速试验方法试验结果基本一致。本项目还重点进行了抑制混凝土碱集料反应技术措施的研究，主要是从碱含量对混凝土膨胀率的影响及掺加掺合料、化学外加剂来抑制碱集料反应两方面进行了分析，研究表明，不同集料在不同的碱含量条件下其混凝土的膨胀率不同，说明工程实际中对不同集料、不同的环境条件应采取不同的技术措施；通过掺加掺合料、化学外加剂对碱集料反应的抑制效果试验，提出碱集料反应抑制剂，试验表明：抑制剂的掺量根据集料活性大小试验确定，掺加抑制剂后改善了新拌混凝土的工作性、提高了混凝土的力学性能和耐久性能。经成本分析，掺加抑制剂是抑制混凝土碱集料反应最经济实用的方法。在以上试验研究的基础上，将《天津市预防混凝土碱集料反应技术管理规定》修订为《天津市预防混凝土碱集料反应技术规程》，为更好地预防我市新建混凝土工程中的碱集料反应提供了技术依据和管理办法。本项目研究中还根据我市集料碱活性情况，按集料的膨胀率对集料划分三个等级，实际应用中可根据不同等级的集料采取不同的技术措施。所研究的抑制剂的掺量根据集料的活性大小通过试验确定。一般当集料膨胀率在0.10~0.20之间时，掺量为10~15，当膨胀率大于0.20时，其抑制剂掺量大于15。			,,,,,,,,,,,,,,,,,,,,,,,,,120000,天津市,120000,120000,120000
6369.0,天津市建筑科学研究院,结构用陶粒混凝土应用技术研究,国内先进,于新文,,,5.00,初期阶段,,《结构用陶粒混凝土应用技术的研究》课题为建委项目，编号为2002-43。本项目主要对600级、800级高强火山岩陶粒的物理性能及用其配制的大流动性结构用陶粒混凝土的性能进行了试验研究，重点解决大流动性混凝土中陶粒的上浮现象，提出相应的技术措施及陶粒分布评价指标。试验研究表明，通过调整陶粒混凝土的配合比、控制混凝土拌和物坍落度及振捣成型时间，可以有效地控制陶粒在混凝土中的上浮；600级陶粒可配制LC20级及以下强度等级的陶粒混凝土、800级陶粒可配制LC40级及以下强度等级的陶粒混凝土；采用800级陶粒配制的陶粒混凝土，与相同强度等级的普通混凝土相比，劈拉强度相近、抗折强度略高、弹性模量较低而且抗冻性能良好，满足结构用陶粒混凝土要求。			,,,,,,,,,,,,,,,,,,,,,,,,,120000,天津市,120000,120000,120000
6372.0,天津世星电子材料有限公司,集成电路用高强度超细键合铝线生产技术,国际先进,石海仁,,,,成熟应用阶段,,通过无模连铸技术，控制AL-1Si材料的合金化过程，获得了均匀的柱状晶坯料；经过系列材料处理如表面化学及物理处理、均匀化处理、固溶处理、退火处理、超高压表面处理等；低温大加工率拉伸结合TBW-lubricant润滑技术的线材加工，绕线张力编程软件开发控制恒定张力收线和可变张力放线技术，使每轴键合铝线张力均匀一致，自动超声波焊接时，放线自如等，拥有一整套集成电路用高强度超细键合铝线的生产技术。高强度超细键合铝线的性能指标完全达到美国ASTMF487-88标准。			,,,,,,,,,,,,,,,,,,,,,,,,,120000,天津市,120000,120000,120000
6396.0,天津市电力公司技术中心,670t/h锅炉低风量保护技术研究,其他,陈珑,资源与环境,"天津军粮城发电厂,",12.00,成熟应用阶段,,1、	采用防磨防堵风量测量装置测量送风机入口风量，克服了因测量误差带来的保护误动。2、	利用送风机电流间接计算送风量，并通过标定试验结果拟合风量-电流公式。3、	在送风机进行高到低或低到高倒速时，利用软件组态屏蔽掉此路保护，经延时（倒速过程完毕）恢复保护。4、	采用OMRON可编程序控制器进行软件编程处理，编程简单，系统可靠。5、	风量偏低预警。根据送风机甲乙侧六路风量信号，计算出的三组总风量均低于保护设定值时，FSSS停炉保护动作。			,,,,,,,,,,,,,,,,,,,,,,,,,120000,天津市,120000,120000,120000
6407.0,天津新技术产业园区规划和国土资源处,天津新技术产业园区规划和国土资源管理信息系统,国内先进,白艳霞,电子信息,"天津市测绘院,",4.00,成熟应用阶段,,"华苑产业区是天津新技术产业园区的主题产业区和中心区，随着规模的不断壮大，园区的发展进入了一个崭新的阶段，园区的规划土地管理工作与原来相比呈现出业务面宽、工作量大的特点。华苑土地处作为天津市规划和国土资源局派驻园区的窗口单位，肩负着为新技术产业苑的发展提供保障的重任，为了节约企业时间、加快办件速度、提高工作效率，特开发《天津新技术产业园区华苑产业区规划和国土资源管理信息系统》。本系统是将地理信息技术、网络技术、信息化办公技术运用全新的思路高度集成并应用于土地规划和土地资源管理具体业务中，提高业务办理效率、使业务办理规范化和标准化，保证了数据的安全、保密，体现了信息服务社会化的纲要精神。本系统具有以下技术特征:1.信息化办公(OA)与地理信息系统(GIS)集成,图文一体的业务办理模式；(1)B/S三层构架，逻辑清晰、资源优化、高安全性、易维护性和扩展性；(2)多用户并发访问(3)仿人性化操作界面易于理解和操作；(4)规划和土地方面的业务功能全面且便于调整内容简介2.信息化办公特征(1)客户端采用IE作为浏览办公的工具，提供了方便友好快捷的操作。同时为与WEBGIS模块结合提供了可能。(2)能够灵活、动态的定制办公流程和信息表格。设置规范的流程和严格的操作权限。(3)信息化办公模块提供高级用户二次开发接口，便于系统功能扩展。(4)基于大型数据库，组件式开发思路提供可集成的开放系统环境；3.GIS特点(1)采用国际领先的ArcSDE管理空间数据(2)设计编写GIS的地籍专业组件，实现地理信息的发布，包括数据访问、浏览、图层控制、查询统计、空间分析、结果输出等(3)采用Web网页的组织方式,把GIS模块的功能分发给使用者(4)高级用户单独使用的C/S结构的快速、方便、使用的功能，统计功能强大，传统的地理信息系统主要是针对空间信息，以图形管理为核心，侧重点在空间数据库或者在满足制图的要求，实际上国内外大多数地理信息系统也仍处于这一层面上。本系统实际要求是满足规划和国土资源管理部门的业务管理要求，首先需要的是一个完善的办公自动化系统(OA)，图形的管理可以视为其中重要的组成部分。本系统在技术实现上，信息化办公平台是独立自主开发的,GIS平台采用国际上处于领先地位的ArcSDE和ArcGIS系列软件，进行二次开发,使得空间信息与办公自动化有机的结合，形成内部统一的系统，即GIS与OA实现一体化。			",,,,,,,,,,,,,,,,,,,,,,,,,120111,新技术产业园区,120000,120100,120111
6411.0,天津科润大河酒业有限公司,系列冰果酒研制技术,国际先进,田保东,现代农业,,120.00,成熟应用阶段,,本项目为自主研制开发			,,,,,,,,,,,,,,,,,,,,,,,,,120000,天津市,120000,120000,120000
6412.0,天津市自来水集团有限公司,基于GIS技术的小城镇供水实时监控管理系统的开发与应用,国际先进,翟宝海,电子信息,"北京工业大学,",200.00,成熟应用阶段,,任务来源:天津市建委项目小城镇供水科学管理领域该项目以天津市津南区供水管网系统为研究对象，通过对津南区供水系统为代表的现代化城市化小城镇供水系统进行调研、分析和研究，设计了适合我国小城镇管理特点的基于GIS技术的小城镇供水实时监控管理系统的开发软硬件工艺方案。将GIS技术和供水的科学化管理技术有机结合，研究开发适合小城镇特点的现代化管理模式，建立天津市津南区供水管理系统，实现饮用水的安全输配。			,,,,,,,,,,,,,,,,,,,,,,,,,110000,北京市,110000,110000,110000
6413.0,天津市园林绿化研究所,城市园林绿化草种研究技术报告,国内领先,汤巧香,现代农业,"天津市动物园,",20.00,中期阶段,,本研究在多年的研究基础上，引进与收集草坪草种219个，通过系统的观察、评价，筛选出优良草种56个，其中三抗一低的6个，并建成品种达200个以上的草坪草种资源库；掌握了天津市高羊茅与黑麦草的生长发育规律，研究出系统的种子繁育技术，包括种子繁育的最佳播量、适宜播期、最佳收获期及科学的肥水管理技术等，为天津市今后的草坪研究工作打下了良好的基础。			,,,,,,,,,,,,,,,,,,,,,,,,,120000,天津市,120000,120000,120000
6414.0,天津市园林绿化研究所,园林植物主要病虫害预测预报技术研究,国内领先,翟善民,现代农业,"红桥区园林局,水上公园,和平区园林局,河东区市政园林局,",,成熟应用阶段,软件著作权,课题经三年研究，通过定点、定期调查和资料分析完成对食叶害虫美国白蛾、国槐尺蛾；钻柱害虫白蜡窄吉丁虫、小线角木蠹蛾；刺吸害虫草履蚧、白蜡绵粉蚧、斑衣蜡蝉，采用物候期法和经验性温度指标法，进行预测预报。研究成果将提供给我市及兄弟省市应用。课题研究完成了《园林植物主要病虫害预测预报技术研究》报告和工作报告并整理了图片资料。编写了《几种害虫虫态发生期与物候观测一览表》，虫态发生期调查表，和《几种害虫防治年历》。为园林害虫防治提供了可靠依据。			,,,,,,,,,,,,,,,,,,,,,,,,,210102,和平区,210000,210100,210102
6416.0,天津市园林绿化研究所,草坪草病害、虫害防治及科学养管技术的研究,国内先进,刘金英,现代农业,"天津市园林学校,天津市和平区绿化管理所,",,中期阶段,软件著作权,通过对天津市草坪草病虫害种类调查，确定我市草坪病虫害的主要防治对象，并对其发生规律与环境条件关系进行总结。开展了草坪养管技术与病虫害防治相结合的综合治理技术方面的试验研究。提出了一套有效防治病虫害的草坪科学养管方法，为今后草坪规范化管理提供技术支持。			,,,,,,,,,,,,,,,,,,,,,,,,,210102,和平区,210000,210100,210102
6419.0,天津市园林管理局,天津市城市绿化养护管理技术规程,国内领先,郭喜东,,"天津市园林学会,天津市方正园林建设监理中心,",,,,本规程的制定是为了保证和提高天津市城市绿化养护管理质量。该规程是天津市城市绿化养护管理的依据，通过该规程可加强对本市园林绿化设施养护和管理全过程进行质量控制，提高园林绿地的质量和景观水平，保护绿化成果。该规程包括树木的养护管理；宿根花卉及草花的养护管理；古树名木的养护管理；草坪的养护管理；病虫害的防治；绿地养管分级分类；绿地养管质量标准等内容的基本要求和技术指标，可满足天津城市绿化养护管理使用。本规程适用于天津市城镇公共绿地、居住区绿地、单位附属绿地、生产绿地、防护绿地、风景林地、城市道路绿化等绿化设施的养护管理。			,,,,,,,,,,,,,,,,,,,,,,,,,120000,天津市,120000,120000,120000
